Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
3/29/2023 7:43:37,USA,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Sr. Scientist - R&D Discovery Biology,4,120000,N/A (no overtime/salaried),16800,Not Applicable/None,0,0,401K % match,Lots of healthcare benefits. Costs depends on number of dependents.,3,NA,NA
3/29/2023 9:05:46,USA,Boston,Pharmaceutical (including “big pharma”),Thermo Fisher Scientific,Public,5000+,"Manager, Program Management",Bachelors or Equivalent,None,"Manager, Program Management - Manage client-facing program managers for cell & gene therapy CMO",5,133500,N/A (no overtime/salaried),13300,Not Applicable/None,0,ESPP - 5% discount,6% 401k match,"UHC insurance, HDHP and PPO plans, $1200 yearly cost with $1750 deductible and $4k OOP max",3.17,10000,NA
3/29/2023 9:35:22,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Regulatory Affairs,12,275000,N/A (no overtime/salaried),68750,120000,35000,"RSUs, ESPPs","$15,000 401K match",NA,8,NA,NA
3/29/2023 9:38:29,Usa,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,SRA,Bachelors or Equivalent,None,NA,1,85000,N/A (no overtime/salaried),8500,Not Applicable/None,NA,NA,NA,NA,5,NA,NA
3/29/2023 10:34:57,USA,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,ORDP,Bachelors or Equivalent,None,NA,0,91000,N/A (no overtime/salaried),8190,7280,12000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
3/29/2023 10:37:35,USA,Chicago,Pharmaceutical (including “big pharma”),AbbVie,Public,5000+,Senior Scientist I,PhD or Equivalent,None,NA,2,119000,N/A (no overtime/salaried),8%,Not Applicable/None,20000,NA,401k 6% match plus 3% base contribution,"Healthcare, dental, vision",4.50%,15000,NA
3/29/2023 11:18:58,USA,Alachua,Pharmaceutical (including “big pharma”),Lacerta Therapeutics,Start-up,50-200,Scientist II,PhD or Equivalent,None,NA,2,70000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,None,3% 401k match,NA,2,NA,NA
3/29/2023 11:24:45,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist 1,PhD or Equivalent,None,Process Development,2,115000,N/A (no overtime/salaried),"$8,000",Not Applicable/None,7500,None,"6% matched at 50%, 401k",NA,Have not been long enough to have an annual yearly raise,NA,NA
3/29/2023 11:29:49,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Senior Scientist I,Bachelors or Equivalent,None,Preclinical development. No direct reports.,8,145600,N/A (no overtime/salaried),17420,Not Applicable/None,NA,NA,1% match,100% paid by employer,4%,NA,NA
3/29/2023 13:01:17,USA,Bay Area,Pharmaceutical (including “big pharma”),Big pharma,Subsidiary,200-1000,Sr Principal Scientist,Bachelors or Equivalent,None,NA,7,150000,N/A (no overtime/salaried),68000,8000-16000,25000,8-16k a year,6% and pension,HSA $80/month 600 contribution by company,Have not been long enough to have an annual yearly raise,NA,NA
3/29/2023 13:06:29,USA,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Director,Bachelors or Equivalent,None,NA,19,206000,N/A (no overtime/salaried),51500,Not Applicable/None,NA,NA,6% 401K match,NA,3,NA,NA
3/29/2023 14:06:48,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. RA,Bachelors or Equivalent,None,Analytical Development/Molecular Bio. optimizing assays and performing in-house sequencing services for my department and other R&D teams,3,86320,N/A (no overtime/salaried),4100,Not Applicable/None,0,I know I got some options but I can't remember how many tbh,401k 3% contribution regardless of employee contribution,"Two plan options both ppo, company covers deductable with hra with the high premium plan (200/month for individual)  contributes the same to an HSA for the low premium plan (40/month for individual). Dental and vision they cover in full. Coverage available for family but close to double premiums",Have not been long enough to have an annual yearly raise,NA,It's pretty normal start up vibes. Sometimes stressful but not too bad. There was a lay off before I statre that did drastically reduce the size of r&d and shifted the culture
3/29/2023 15:32:28,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director of Manufacturing,Bachelors or Equivalent,None,Manage External GMP Manufacturing vendors (antibody and drug product),20,206000,N/A (no overtime/salaried),42000,80000,NA,NA,100% up to 4%,NA,6,NA,NA
3/29/2023 15:42:26,USA,New Jersey,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Manage 3-4 junior scientists,6,154000,N/A (no overtime/salaried),23000,40000,10000,NA,6% 401k match,NA,4,NA,NA
3/29/2023 20:56:52,USA,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Director,Bachelors or Equivalent,None,Regulatory Operations,11,180000,N/A (no overtime/salaried),22%,40000,NA,NA,"4% match, yearly slowly vesting grant which is based on age+years of service - currently 5.5% for me","cheap HSA, 900 per year contribution from employer",5%,NA,Love working here. good work life balance. company cares about its employees
3/29/2023 23:50:22,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Director,PhD or Equivalent,None,Technical Operations,12,210000,N/A (no overtime/salaried),52000,110000,50000,NA,5% 401k match,NA,5,50000,NA
3/30/2023 1:08:39,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,"Do a mix of bioinformatics, assay development, and managing screening efforts. Manage 2 junior scientists.",4,151000,N/A (no overtime/salaried),"22,650",Not Applicable/None,2000,5 year vesting schedule with 1 year cliff (newer options are now a 4 year schedule).,3% 401k match,Blue cross -- 90% of costs covered by company. $2k deductible. $2k HSA contribution made by employer.,4.25,4000,"Decent company. Not perfect, but could be far worse. Pay is a little below competitors, but reasonable overall."
3/30/2023 9:20:03,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist III,PhD or Equivalent,None,"Assay development, Clinical trial support",15,200000,N/A (no overtime/salaried),20%,10%,0,None,401 match 6%,PPO,"4% for 2023, lower most years",0,"Wonderful culture, but frustration on lower level lab heads regarding operational support"
3/30/2023 20:41:19,USA,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Post-doctoral Scientist,PhD or Equivalent,None,NA,1,84000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,401K 6% match,NA,9%,10000,NA
3/30/2023 21:26:27,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,NA,4,95000,N/A (no overtime/salaried),9500,Not Applicable/None,NA,NA,NA,NA,5.56,NA,NA
3/30/2023 23:48:09,USA,Southeast,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,"Medicinal Chemistry, No Direct Reports",2,104000,N/A (no overtime/salaried),15 %,3200,NA,Options and RSU granted annually. 4 year vesting cycle,5 % 401 K Match,NA,4 %,18000,NA
3/31/2023 20:12:28,USA,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Senior Manager,PhD or Equivalent,None,Competitive intelligence and business development,6,175000,N/A (no overtime/salaried),29750,Not Applicable/None,25000,"Options vest annually, RSU grants vest every 2 years",401K match is paid in company stock,"Most robust health insurance plan is ~$240/month; $500 deductible, $3,000 OOP max",Have not been long enough to have an annual yearly raise,NA,Very positive so far
4/1/2023 1:27:23,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,NA,7,63000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,1200 vested over 3 years,3% 401K match,"PPO, FSA",Company/Institution does not have annual yearly raise,0,NA
4/1/2023 16:10:45,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,NA,2,90640,N/A (no overtime/salaried),10%,Not Applicable/None,NA,NA,NA,NA,3,NA,NA
4/2/2023 1:00:45,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Director,PhD or Equivalent,None,NA,12,250000,N/A (no overtime/salaried),50000,Not Applicable/None,NA,NA,401k match 3%,Free,Have not been long enough to have an annual yearly raise,NA,NA
4/3/2023 2:46:36,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"Manager, R&D Operations",Masters or Equivalent,None,"Research and Development cross-functional supporting multiple programs, aligning budget, timelines, and deliverables.",8,153920,N/A (no overtime/salaried),23088,30000,10000,RSU and Options,401k match - up to 6%,"Health, dental, and vision",4%,NA,NA
4/3/2023 11:01:05,USA,Boston,Pharmaceutical (including “big pharma”),Scorpion Therapeutics,Private,50-200,Senior Scientist I,PhD or Equivalent,None,NA,2,150000,N/A (no overtime/salaried),15,Not Applicable/None,15000,NA,NA,NA,5%,NA,NA
4/3/2023 11:13:22,USA,Los Angeles,Pharmaceutical (including “big pharma”),Gilead (Kite Pharma),Public,5000+,Quality Engineer III,PhD or Equivalent,None,NA,1,112000,N/A (no overtime/salaried),12000,25000,0,0,Standard Gilead $150000 401k match,"Subsidized PPO for PPO, HSA contributions for HSA",Have not been long enough to have an annual yearly raise,0,"My individual role has some issues, but I like the overall company."
4/3/2023 20:16:03,USA,Denver,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery R&D,4,138000,N/A (no overtime/salaried),20700,6000,NA,NA,4.5% 401K Match; 6% annual lump sum,NA,5.5,NA,NA
4/3/2023 20:48:01,USA,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Scientist,PhD or Equivalent,None,NA,1,130000,N/A (no overtime/salaried),16000,Not Applicable/None,10000,NA,NA,NA,4,5000,NA
4/4/2023 21:24:46,USA,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Research Scientist II,Masters or Equivalent,None,NA,0,99750,N/A (no overtime/salaried),7%,Not Applicable/None,15000,ESPP,401k match 4%,NA,5%,NA,NA
4/10/2023 20:24:30,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"Assist in lab work, study/project planning, data analysis, data communication",3,105000,N/A (no overtime/salaried),5500,Not Applicable/None,5000,7000 options at signing 4 year vest 1 year cliff,1/2 401k match to 3%,Extensive and affordable,4.20%,NA,"I love love love my job. Mostly due to the freedom and responsibility I am given by my manager, whom I followed from my previous lab one year after they left. Its all about the people you directly work with"
4/12/2023 13:56:32,Usa,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,"Scientist, PD",Masters or Equivalent,None,Downstream pd,4,107000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
4/15/2023 0:13:48,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Computational Biologist,PhD or Equivalent,None,Research computational experimental design and data analysis methods for new therapeutic products. Develop methods into regulated clinical lab workflows with software. Manage 1-3 post-PhD individual contributors. Present to internal and external stakeholders. Coordinate across teams for projects.,2,149000,N/A (no overtime/salaried),22000,60000,5000,No options - equity is in restricted stock units (RSUs),3000 annual match,"Option between FSA or HSA plan. For HSA plan, employer diverts about $80/month of your pre-tax salary to the HSA account. $3000 deductible. Annual max out of pocket spend is $6000. Regular checkups, dental and eye exams are completely covered.",5,20000,"Good work culture at the level below my VP, but senior executives are disorganized and disconnected from employees, so employees generally have low confidence in them. Day to day experience at the company is good, but long term survival of the company is unclear. We also have a discretionary vacation policy and generally good boundaries about not working past 5pm or during weekends/holidays. The company is still small/young enough that it’s possible to move up relatively fast if you’re motivated and effective and can find a path to getting results in a somewhat disorganized environment."
4/17/2023 19:41:18,USA,"Rockville, MD",Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Senior Scientist,5,110000,N/A (no overtime/salaried),10-15,Not Applicable/None,2000,5000 stocks to be vested over the time,3,75% employer 25% employee,Have not been long enough to have an annual yearly raise,NA,Okay'ish. Hard to predict whats going on.
4/19/2023 12:54:47,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Director,Bachelors or Equivalent,None,Manage MSAT Engineers,9,245000,N/A (no overtime/salaried),49000,Not Applicable/None,NA,N/A,5% 401k match,"Medical/Dental, FSA/HSA",Have not been long enough to have an annual yearly raise,17500,NA
4/25/2023 9:07:14,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Associate,Masters or Equivalent,None,NA,1,95000,1.5x base,Depends on companies performance,5000,10000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/10/2023 15:17:58,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate 2,Bachelors or Equivalent,None,Research Associate 2 Oligosynthesis chemist and some organic synthesis,3,80000,N/A (no overtime/salaried),10% of salary,Not Applicable/None,NA,I have stock and options but don’t know the total,401k up to 5% match,Cigna,Have not been long enough to have an annual yearly raise,5000,"Fantastic company. Incredible working environment, amazing culture and treated well by managers."
5/12/2023 23:33:28,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,M1,Bachelors or Equivalent,None,NA,2,100000,N/A (no overtime/salaried),13%,Not Applicable/None,0,0,4.5% match plus pension,Amazing,4.50%,NA,NA
5/18/2023 15:16:32,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Government,1-50,Scientific Project Manager,Masters or Equivalent,PMP,manage multiple projects within biopharma supporting consortia collaboration and technology advances.,20,90000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,11% 401k Match,"very inexpensive, health, vision, dental, std, ltd, etc.",2,0,na
5/21/2023 21:55:35,USA,Boston,Pharmaceutical (including “big pharma”),Catalent,Public,5000+,Manufacturing Tech II,Bachelors or Equivalent,None,NA,3,61900,10% shift differential -1.5x after 40hrs - 2x on Saturdays,4333,Not Applicable/None,NA,NA,401k match up to 6%,NA,5%,NA,"Good for experience if starting career. Management is a mess, but they’ll treat you nice if they like you, at least in MFG."
5/28/2023 15:21:37,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist,Bachelors or Equivalent,None,R&D,15,135000,N/A (no overtime/salaried),12%,$15k,15000,NA,NA,NA,3%,NA,NA
6/3/2023 1:05:41,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist 2 (AD equivalent),PhD or Equivalent,None,CMC technical development,6,176800,N/A (no overtime/salaried),40000,25000,10000,NA,NA,NA,4,NA,NA
6/7/2023 17:02:57,usa,seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,research associate I,Bachelors or Equivalent,None,in vivo and histology work,1,66000,N/A (no overtime/salaried),10%,"option to buy 15,000 shares",NA,option to buy shares,401k match,"health, dental, vision",10% (due to 2022 inflation),5000,NA
6/8/2023 8:16:34,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,None,individual contributor in data sciences for clinical development. No direct reports,10,191000,N/A (no overtime/salaried),38000,40000,5000,Annual RSU grant that vests over 3 year,2 to 1 match up to 3% employee contribution,NA,3%,NA,NA
6/12/2023 11:29:31,USA,Bay Area,Pharmaceutical (including “big pharma”),Cell and Gene Therapy Clinical Phase Startup,Public,50-200,"Associate Director, Supply Chain",Bachelors or Equivalent,None,Supply Chain is a non-scientist role under Technical Operations.,10,208000,N/A (no overtime/salaried),17.50%,50000,17500,15500,4% match,NA,4%,NA,NA
6/13/2023 23:20:15,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,Protein Science - Expression and Purification,7,110000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
6/14/2023 1:07:29,Usa,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior scientist,PhD or Equivalent,None,Senior scientist- characterize bio therapeutics by mass spec. Manage collaborations and develop automation workflows.,4,152000,N/A (no overtime/salaried),23000,Not Applicable/None,15000,0,4.5% 401k match and pension,HSA and high deductible health insurance,4,25000,NA
6/15/2023 19:39:53,USA,Bay Area,Pharmaceutical (including “big pharma”),AbbVie,Public,NA,Associate Scientist I,Bachelors or Equivalent,None,NA,2,82000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
6/17/2023 19:56:05,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,NA,21,167000,N/A (no overtime/salaried),33400,Not Applicable/None,NA,140000,401k match up to 5%,standard healthcare and life insurance overall pretty cheap,4,8000,NA
6/23/2023 0:48:43,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,"Manager, Analytical Development and QC",Bachelors or Equivalent,None,NA,8,113000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,3%,NA,NA
6/23/2023 14:54:49,USA,RESEARCH TRIANGLE,Pharmaceutical (including “big pharma”),BIOGEN,Public,5000+,ASSOCIATE 2,Bachelors or Equivalent,None,QC ASSOCIATE 2,4,68000,N/A (no overtime/salaried),5000,Not Applicable/None,0,16 RSU EACH YEAR 4 VESTED OUT EVERY YEAR,401K UPTO 3%,GOOD HEALTH CARE.,4,NA,GOING THOUGH TOO MUCH CHANGES. NEW CEO.
6/24/2023 9:11:40,USA,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director - Marketing,Masters or Equivalent,None,NA,6,170000,N/A (no overtime/salaried),17.5% usually more based on company performance,$10k,NA,Yearly RSU plan given with bonus. 25% vests every year for 4 years.,401k match of 6%,"Various healthcare plans including PPO, HSAs etc.",7%,NA,NA
6/27/2023 1:21:00,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Lead Scientist,PhD or Equivalent,None,Data Science,6,175000,N/A (no overtime/salaried),26000,Not Applicable/None,NA,NA,9% 401k match,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/7/2023 1:28:27,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,Scientist II,PhD or Equivalent,None,NA,3,141000,N/A (no overtime/salaried),12%,14000,NA,None,401k match 5%,NA,4.50%,NA,NA
7/7/2023 1:39:14,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,NA,3,85000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,"10,000",401k match 6%,"Kaiser HMO, HSA contributions",1%,NA,NA
7/8/2023 9:46:03,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist 1,PhD or Equivalent,None,NA,0,123000,N/A (no overtime/salaried),15500,Not Applicable/None,0,15000,"8% contribution from company, 1% match",Average coverage,Have not been long enough to have an annual yearly raise,70000,NA
7/9/2023 16:51:35,USA,Boston,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Scientist,Masters or Equivalent,None,NA,10,160000,N/A (no overtime/salaried),35000,25000,0,NA,NA,NA,3,NA,NA
7/12/2023 12:26:19,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Clinical Specialist,Bachelors or Equivalent,None,Process improvement and inspection readiness,2,100000,N/A (no overtime/salaried),20000,10000,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/13/2023 2:53:05,usa,bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,"Associate Scientist - biophysics, structural bio, protein science. individual contributer, research/discovery focused some development",3,113000,N/A (no overtime/salaried),13560,5000,NA,ISO and RSU offered. ESPP with stock purchased at 15% discount on the lower price of initial date and purchase date,401K flat 4% contribution (no employee contribution required),"100% employer paid premium; HSA contribution of $2k annually if on HDHP (3K deductible, 5k oop)",Have not been long enough to have an annual yearly raise,NA,NA
7/15/2023 22:08:48,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Pharmacovigilance Operations Manager,Bachelors or Equivalent,None,NA,5,165,N/A (no overtime/salaried),20,Not Applicable/None,NA,NA,NA,NA,3%,NA,NA
7/16/2023 18:15:04,USA,Boston,Pharmaceutical (including “big pharma”),BMS,Public,5000+,QC Analyst,Bachelors or Equivalent,None,"Environmental monitoring, microbial identification, cell therapy, GMP",0,72800,1.5x base,Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/17/2023 0:03:13,USA,Boston,Pharmaceutical (including “big pharma”),Lyndra Therapeutics,Start-up,50-200,Scientist I,PhD or Equivalent,None,R&D,0,105000,N/A (no overtime/salaried),11550,Not Applicable/None,NA,NA,NA,NA,Company/Institution does not have annual yearly raise,NA,"struggling a lot, avoid avoid avoid"
7/21/2023 14:55:22,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,"molecular cloning, assay development",7,89000,N/A (no overtime/salaried),4000,Not Applicable/None,0,"Sign-on option package, annual options awarded, ESPP",Up to 4% retirement match,"Several options for health, dental, vision, F/HSA at differing costs/deductibles",Company/Institution does not have annual yearly raise,NA,NA
7/21/2023 17:47:08,USA,Boston,Pharmaceutical (including “big pharma”),Vertex Pharmaceuticals,Public,1000-5000,Computational Biology Intern,PhD or Equivalent,None,NA,0,104000,1.5x base,Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,5000,9/10
7/21/2023 21:56:42,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,CQV Consultant,Masters or Equivalent,None,Validation Engineering consultant(engineering firm)at a start up. Apply validation plan to assets and qualify,3,130000,1x straight time,Not Applicable/None,Not Applicable/None,0,N/A,N/A,Cost of healthcare thru marketplace included in salary no group plan,Have not been long enough to have an annual yearly raise,0,10/10 very small eng firm and small start up both great culture
7/22/2023 11:28:31,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Compliance Specialist,Masters or Equivalent,None,NA,2,100000,N/A (no overtime/salaried),8000,Not Applicable/None,NA,NA,6% match,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/25/2023 1:32:31,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,NA,3,90000,N/A (no overtime/salaried),9000,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/28/2023 13:45:39,USA,Bay Area,Pharmaceutical (including “big pharma”),Joinn Biologics,Private,50-200,Sr. Scientist,Masters or Equivalent,None,NA,5,12700,N/A (no overtime/salaried),up to 10%,Not Applicable/None,0,0,401k match 1x up to 3% and 0.5 x up to 5%,"Health insurance paid for by company from UHC/Kaiser. HSA, FSA available.",3%,0,"3.5, Senior management plays favorites"
7/30/2023 7:37:41,usa,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Sr. Scientist - Oversee small R&D team for construct optimization,3,168000,N/A (no overtime/salaried),25000,30000,0,NA,Standard,Standard,Have not been long enough to have an annual yearly raise,0,NA
7/31/2023 14:55:50,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Clinical Trial Associate,Masters or Equivalent,None,NA,5,118000,ACRP,12%,4000,0,granted stock options upon joining and receive stock options every year,401K where they match 100% of the first 6%,Company pays 90%,3.50%,6000,NA
8/1/2023 5:45:10,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist 1,Masters or Equivalent,None,NA,0,88000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,1000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
8/1/2023 19:27:30,USA,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,"Two promotions above entry level ""associate scientist"" here",3,97000,N/A (no overtime/salaried),7275,Not Applicable/None,5000,NA,401k match of 4.5% if you contribute 6%,NA,4,NA,Pearl River Site probably the worst site lol
8/3/2023 15:49:34,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manager,Masters or Equivalent,PMP,Project manager specializing in mRNA/LNP therapeutics at CRO. Manage 2 junior scientists and lead team of 7.,9,125000,N/A (no overtime/salaried),12500,Not Applicable/None,0,0,(poor) 401k match,BCBS HDHP and PPO plans. HDHP is greatly subsidised (free for lowest tier). HSA contributions from employer.,10%,NA,NA
8/4/2023 13:46:54,USA,Boston/Cambridge,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Scientist,Masters or Equivalent,None,NA,1,100000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,NA,Pension after 3 years of service,NA,Have not been long enough to have an annual yearly raise,NA,NA
8/6/2023 9:52:18,USA,"Columbus, OH",Pharmaceutical (including “big pharma”),Andelyn Biosciences,Start-up,200-1000,Scientist I,Bachelors or Equivalent,None,NA,1,63000,N/A (no overtime/salaried),"$1,800",Not Applicable/None,NA,NA,401k match 3%,NA,3,NA,"Trying to grow too fast causing major growing pains, leadership is cliquey and disrespectful of those below them, no real training program, high turnover.... but salaries are competitive"
8/10/2023 15:32:57,USA,Bay area,Pharmaceutical (including “big pharma”),Alkahest,Private,50-200,Scientist II,PhD or Equivalent,None,NA,3,149000,N/A (no overtime/salaried),30000,Not Applicable/None,10000,None,4% 401k match,Kaiser,3%,5000,"Decent place to work but after acquisition by grifols is less great, no longer a small start up vibe and much more bureaucracy"
8/10/2023 15:39:38,USA,Boston,Pharmaceutical (including “big pharma”),Cambrex,Private,1000-5000,Microbiology Analyst,Bachelors or Equivalent,None,NA,5,39520,1.5x base after 40 hrs,2%,Not Applicable/None,NA,NA,NA,NA,1.50%,NA,NA
8/12/2023 20:20:45,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,"Sr. Manager, MST. Tech transfer and process development. No direct reports.",12,155000,N/A (no overtime/salaried),26000,10000,5000,"Half options, half RSUs",401k match 100% up to 4%,NA,Have not been long enough to have an annual yearly raise,NA,"Very positive. Company values employees highly with very generous benefits package, hybrid WFH policy, transparency from leadership, collaborative work environment."
8/13/2023 16:46:31,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Engineer I,PhD or Equivalent,CSWP,NA,3,135000,N/A (no overtime/salaried),20250,35000,45000,NA,401K 4.5%,NA,Have not been long enough to have an annual yearly raise,25000,NA
