Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
2023-07-09T09:31:55Z,United States,Kansas City,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Associate Scientist I,Bachelors or Equivalent,None,Routine QC testing,,64500,,,,NA,,,,,NA,NA
2023-07-10T11:37:58Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Kite Pharma,Public,50-200,Sr. Research Associate,Masters or Equivalent,None,Analytical Development,,105000,,,,5000,,,,,NA,High paced but lots of room to make an impression and get recognized
2023-07-10T16:15:36Z,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,Drug Product Gene Therapy Formulations,,93000,,,,5000,,,,,NA,NA
2023-07-17T19:21:53Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,NA,,255000,,,,50000,,,,,NA,NA
2023-07-18T08:31:52Z,United States,Boston,Pharmaceutical (including “big pharma”),Cytiva,Public,5000+,Filtration Sales Specialist,Masters or Equivalent,None,NA,,100000,,,,0,,,,,NA,NA
2023-07-18T20:24:00Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Research associate,Bachelors or Equivalent,None,Screening and MOA studies,,87500,,,,NA,,,,,NA,2/5
2023-07-19T14:00:06Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Research Associate,Masters or Equivalent,None,Conduct biochemical assays in lead discovery team,,107500,,,,5000,,,,,NA,NA
2023-07-20T22:16:49Z,United States,San Antonio,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate I,Masters or Equivalent,None,Research Associate I - Analytical Development,,60000,,,,NA,,,,,NA,NA
2023-07-21T11:26:32Z,United States,New York,Pharmaceutical (including “big pharma”),Merck/MSD,Public,5000+,Clinical Scientist,Bachelors or Equivalent,None,NA,,95000,,,,5000,,,,,NA,NA
2023-07-26T10:08:32Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Scientist - wet lab R&D antibody discovery,,120000,,,,12500,,,,,10000,NA
2023-07-26T15:01:24Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist I,Bachelors or Equivalent,None,In vitro DMPK,,130000,,,,NA,,,,,NA,NA
2023-07-29T20:18:57Z,United States,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Principal Scientist,Masters or Equivalent,None,Bench Scientist,,150000,,,,0,,,,,NA,This place is a shit show. The research I did at Novartis was better.
2023-07-31T15:21:08Z,United states,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Research Associate I,Bachelors or Equivalent,None,NA,,64000,,,,0,,,,,NA,NA
2023-08-01T13:17:07Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Process engineer,Masters or Equivalent,None,NA,,130000,,,,0,,,,,NA,NA
2023-08-14T11:01:37Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Scientist,PhD or Equivalent,None,"Scientist - Nanoparticle Fabrication; LNP testing and immune assays, manage several projects in cell and mouse models, and oversee 1-2 associate scientists",,95000,,,,0,,,,,NA,Too early to tell yet
2023-08-18T21:02:50Z,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Research associate,Bachelors or Equivalent,None,NA,,70000,,,,5000,,,,,NA,NA
2023-08-21T12:44:47Z,United States,Boston,Pharmaceutical (including “big pharma”),Charles River Labs,Public,5000+,Associate Scientist I/Chemist I,Bachelors or Equivalent,None,Analyze biological samples using protein precipitation and LCMS to analyze new drugs for sponsors.,,50000,,,,NA,,,,,NA,Negative experience overall.
2023-08-22T11:08:10Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,Bioinformatics,,115000,,,,5000,,,,,NA,NA
2023-08-23T20:47:47Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,drug product and process development,,143000,,,,25000,,,,,NA,NA
2023-08-25T23:17:42Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,NA,,140000,,,,NA,,,,,NA,NA
2023-08-25T23:18:50Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,NA,,140000,,,,NA,,,,,NA,NA
2023-08-26T20:17:11Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Automation Engineer,Bachelors or Equivalent,None,NA,,120000,,,,NA,,,,,NA,NA
2023-08-31T21:04:50Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"SVP, clinical operations",Masters or Equivalent,None,global head of clinical operations. Anything touching a clinical trial is under my preview.,,315000,,,,40000,,,,,0,8/10
2023-08-31T23:52:24Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director,PhD or Equivalent,None,NA,,230000,,,,15000,,,,,NA,NA
2023-09-12T11:37:36Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Document Control Specialist,Bachelors or Equivalent,None,NA,,73500,,,,NA,,,,,NA,NA
2023-09-17T19:04:49Z,United States,NYC,Pharmaceutical (including “big pharma”),Eisai,Private,5000+,Clinical Data Coordinator,Masters or Equivalent,None,NA,,80000,,,,NA,,,,,NA,NA
2023-09-19T12:41:00Z,united states,DC,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Sr. Scientist,PhD or Equivalent,None,Lead development of therapeutic program.,,127000,,,,NA,,,,,NA,NA
2023-09-23T22:38:25Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery Platforms Dev,,110000,,,,0,,,,,NA,NA
2023-09-29T17:15:02Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Control Associate II,Bachelors or Equivalent,None,Performance of in-process and product release testing. Ensure product meets specifications,,79000,,,,10000,,,,,19500,NA
2023-10-01T22:00:41Z,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Scientific Director,M.D./PharmD/D.D.S. or Equivalent,None,"Medical affairs role.  Strategy, SME, interface with cross functional teams",,205000,,,,10000,,,,,10000,NA
2023-10-01T22:02:48Z,United States,Chicago,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Assoc Medical Director,M.D./PharmD/D.D.S. or Equivalent,None,R&D,,250000,,,,105000,,,,,4500,NA
2023-10-01T22:32:26Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Specialist, Clinical Operations",Bachelors or Equivalent,None,NA,,105000,,,,NA,,,,,NA,NA
2023-10-10T07:01:45Z,United States,Boston,Pharmaceutical (including “big pharma”),Generate Biomedicines,Private,200-1000,Scientist I,PhD or Equivalent,None,NA,,110000,,,,NA,,,,,NA,NA
2023-10-12T07:39:23Z,United States,Washington DC,Pharmaceutical (including “big pharma”),Miltenyi Biotec/Lentigen,Private,1000-5000,Process Development Associate I,Masters or Equivalent,None,NA,,72000,,,,NA,,,,,5000,NA
2023-10-14T17:26:09Z,United States,San Diego,Pharmaceutical (including “big pharma”),TriLink Biotechnologies,Subsidiary,200-1000,Manufacturing Associate II,Bachelors or Equivalent,None,NA,,62400,,,,NA,,,,,NA,NA
2023-10-18T14:08:35Z,United States,Seattle,Pharmaceutical (including “big pharma”),Seagen,Private,1000-5000,Research associate I,Bachelors or Equivalent,None,In-process testing,,67000,,,,0,,,,,NA,NA
2023-10-18T16:57:12Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,"Senior Manager, Talent Acquisition",Masters or Equivalent,None,NA,,130000,,,,NA,,,,,NA,NA
2023-10-22T16:30:53Z,United States,Seattle,Pharmaceutical (including “big pharma”),Just-Evotec Biologics,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,Purification Process Development for manufacturing pharmaceutical biologics,,125000,,,,20000,,,,,NA,"10/10, a great company"
2023-10-23T17:08:40Z,United States,St Louis,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Scientist II,Bachelors or Equivalent,None,NA,,76500,,,,NA,,,,,NA,NA
2023-10-24T11:03:11Z,United States,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Assurance Representative,Bachelors or Equivalent,None,NA,,85000,,,,0,,,,,NA,The compensation and benefits does the talking. Paying employees well creates an excellent culture.
2023-10-24T13:20:52Z,United States,San Diego,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,Engineer I,Bachelors or Equivalent,None,NA,,90000,,,,NA,,,,,NA,NA
2023-10-24T15:43:46Z,United States,Cambridge,Pharmaceutical (including “big pharma”),Novartis,Private,5000+,Associate Scientist II,Bachelors or Equivalent,None,Manage High Throughput Assays and assist with setup of other assays,,65000,,,,NA,,,,,NA,Pretty good
2023-10-25T14:12:10Z,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Expert II,PhD or Equivalent,None,NA,,13500,,,,20000,,,,,NA,NA
2023-10-26T23:22:32Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr. Scientist,Masters or Equivalent,None,MSAT upstream lab support,,155000,,,,40000,,,,,NA,NA
2023-10-27T08:40:34Z,United States,CA,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Data Scientist,Masters or Equivalent,None,Support digitalization and AI,,150000,,,,15000,,,,,NA,Pretty good so far
2023-10-27T09:13:45Z,United States,San Francisco,Pharmaceutical (including “big pharma”),Sana Biotechnology,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,Managed 2 RAs and worked at the bench,,172500,,,,NA,,,,,NA,Do or die moment
2023-10-27T11:18:16Z,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Research Associate,Masters or Equivalent,None,Routine testing/analytical development,,82000,,,,NA,,,,,NA,NA
2023-10-27T14:52:33Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),KBI Biopharma,Subsidiary,1000-5000,Scientist I,Masters or Equivalent,None,Scientist I Analytical Experience,,95000,,,,0,,,,,NA,NA
2023-10-27T15:44:31Z,United States,Miami,Pharmaceutical (including “big pharma”),Ppd,Private,5000+,Senior Trial Manager,Bachelors or Equivalent,None,X,,155000,,,,15000,,,,,NA,NA
2023-10-27T16:30:01Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,"Associate Director, Regulatory Affairs",Bachelors or Equivalent,None,NA,,172000,,,,0,,,,,NA,NA
2023-10-27T16:47:49Z,United States,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Manager of Data Analytics,Bachelors or Equivalent,None,NA,,100000,,,,0,,,,,NA,I think the culture of working at BMS is overall very positive.
2023-10-27T19:06:28Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Associate Scientist,Bachelors or Equivalent,None,NA,,84000,,,,NA,,,,,NA,NA
2023-10-29T07:16:59Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),KBI,Public,1000-5000,Scientist Ii,PhD or Equivalent,None,Project lead for analytical development,,107000,,,,0,,,,,NA,NA
2023-10-29T18:36:22Z,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,5000+,"Research Associate, Process Development (Tech Dev Rotational Program)",Bachelors or Equivalent,None,NA,,80000,,,,5000,,,,,15000,NA
2023-10-30T09:10:15Z,United States,Boston (company location) - company is WFH,Pharmaceutical (including “big pharma”),Syner-G Biopharma Group,Private,200-1000,Senior Regulatory Affairs Consultant,Bachelors or Equivalent,None,Sr. Regulatory Affairs Consultant - Pre and post approval submissions for small molecule products,,95000,,,,NA,,,,,NA,"4 weeks PTO, 13 paid holidays, good raises and bonuses. Work-life balance is good, you rarely work over 40 hours. Company 7/10."
2023-10-30T11:15:07Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Manager QA,Bachelors or Equivalent,CQA,NA,,150000,,,,NA,,,,,NA,NA
2023-10-30T14:58:00Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Bachelors or Equivalent,None,NA,,128000,,,,10000,,,,,NA,NA
2023-10-30T17:35:14Z,United states,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate,Bachelors or Equivalent,None,Research Associate - Process analytics: test product samples for manufacturing team,,76000,,,,NA,,,,,NA,NA
2023-10-30T19:32:45Z,United States,Boston,Pharmaceutical (including “big pharma”),Pfizer,Private,5000+,Scientist,Masters or Equivalent,None,Scientist - laboratory work and presenting on development of small molecules for pharmaceuticals,,105000,,,,10000,,,,,10000,"Great colleagues, but lots of reorgs"
2023-10-31T05:12:07Z,United States,Charlotte,Pharmaceutical (including “big pharma”),IQVIA,Public,5000+,Sr Clinical Research Associate,Bachelors or Equivalent,None,Sr CRA with 15 years experience,,140000,,,,5000,,,,,NA,NA
2023-10-31T22:53:16Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Director of Accounting,Masters or Equivalent,None,Controller,,195000,,,,NA,,,,,NA,NA
2023-11-01T17:39:34Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Compliance nvestigator,Associate’s Degree or Equivalent,None,NA,,80000,,,,NA,,,,,NA,NA
2023-11-01T20:50:14Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Research Associate 2,Bachelors or Equivalent,None,NA,,9200,,,,0,,,,,NA,NA
2023-11-02T18:13:06Z,United States,"Hartford, CT",Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Audit Manager,Masters or Equivalent,None,GCP Audit Manager,,144000,,,,0,,,,,0,"Not the worst place I’ve ever worked, but it’s still just a job."
2023-11-05T08:46:00Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Thermo Fisher CRG,Public,5000+,Scientist,Masters or Equivalent,None,NA,,52000,,,,1500,,,,,1500,NA
2023-11-08T18:15:06Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Research and Development Intern,High School or Equivalent,None,Intern,,43800,,,,0,,,,,NA,NA
2023-11-08T23:16:45Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Sr Director,PhD or Equivalent,None,NA,,310000,,,,NA,,,,,NA,NA
2023-11-15T12:34:31Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,M.D./PharmD/D.D.S. or Equivalent,None,Clin Dev,,295000,,,,0,,,,,NA,NA
2023-11-15T17:09:54Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist I,Bachelors or Equivalent,None,NA,,87355,,,,NA,,,,,NA,NA
2023-11-19T13:28:32Z,United States,California,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Portfolio Management,,275000,,,,256000,,,,,175000,NA
2023-11-19T19:57:29Z,United States,Indianapolis,Pharmaceutical (including “big pharma”),Eurofins PSS,Private,5000+,Scientist II,Masters or Equivalent,None,Bioanalytical Scientist,,49000,,,,NA,,,,,1000,NA
2023-11-19T21:14:39Z,United States,Denver,Pharmaceutical (including “big pharma”),Fortrea,Public,5000+,Associate Director,Bachelors or Equivalent,None,NA,,175000,,,,NA,,,,,NA,NA
2023-11-20T11:35:08Z,United states,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Field Reimbursement Manager,Masters or Equivalent,None,"Educate healthcare entities on coverage, coding, and payment",,165000,,,,NA,,,,,NA,NA
2023-11-21T01:35:05Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr Quality Systems Specialist,Bachelors or Equivalent,Lean Six Sigma Black Belt,"Sr Quality Systems Specialist - Manage QMS, CCRB and QMS/Exemptions",,94000,,,,NA,,,,,0,"Decent experience overall, however won’t hesitate to look elsewhere if I find something better."
2023-11-22T10:46:56Z,United States,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,"Medical Director, Medical Affairs",PhD or Equivalent,None,"Medical Affairs, US Medical Director",,215000,,,,160000,,,,,NA,NA
2023-11-27T15:04:52Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Kite Pharma,Subsidiary,1000-5000,Associate Scientist,Masters or Equivalent,None,NA,,125000,,,,10000,,,,,8000,Positive (80/100)
2023-11-28T21:07:24Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,QC Technician III,Bachelors or Equivalent,None,"QC Tech III - Author and/or execute all relevant dept docs, including training and protocols, review of gmp data, performs testing if needed but not part of day-to-day responsibilities",,92000,,,,15000,,,,,NA,NA
2023-11-29T02:29:10Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,1000-5000,Laboratory Operations Manager,Masters or Equivalent,None,NA,,140000,,,,10000,,,,,NA,NA
2023-11-29T11:21:33Z,united states,Washington D.C. Metro,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Engineer,Masters or Equivalent,None,Senior Engineering - DP Development and/or MSAT,,128700,,,,NA,,,,,NA,NA
2023-12-04T05:26:19Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior principal scientist,PhD or Equivalent,None,Manage a team of scientists executing discovery work,,192000,,,,5000,,,,,NA,NA
2023-12-04T12:22:02Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Computational Biology,,165000,,,,0,,,,,NA,NA
2023-12-06T23:08:09Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr Research Associate,Bachelors or Equivalent,None,NA,,92222,,,,NA,,,,,NA,NA
2023-12-08T21:41:37Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Research Associate,Bachelors or Equivalent,None,NA,,100000,,,,10000,,,,,NA,NA
2023-12-08T21:57:22Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior scientist,PhD or Equivalent,None,NA,,140000,,,,13000,,,,,NA,NA
2023-12-10T18:37:53Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Manager,Bachelors or Equivalent,None,NA,,92800,,,,NA,,,,,NA,NA
2023-12-15T09:38:25Z,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Manufacturing Supervisor,Bachelors or Equivalent,None,NA,,100000,,,,NA,,,,,NA,NA
2023-12-16T09:55:58Z,United States,Boston,Pharmaceutical (including “big pharma”),Arbor,Private,50-200,Associate scientist,Masters or Equivalent,None,Disease modeling and gene editing,,109000,,,,10000,,,,,NA,NA
2023-12-16T12:36:43Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director,Masters or Equivalent,None,NA,,209000,,,,NA,,,,,NA,NA
2023-12-17T20:45:15Z,united states,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Operations Manager,Bachelors or Equivalent,None,operations manager in manufacturing with usw direct reports,,96000,,,,0,,,,,0,NA
2023-12-20T22:26:33Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist I,PhD or Equivalent,None,Platform biology/R&D,,141700,,,,0,,,,,NA,NA
2023-12-21T20:52:52Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Series A Startup,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,"Sr. Research Associate in Antibody engineering & characterization. Started up lab to produce antibodies, developed methods to characterize stability via analytical instruments, managed which constructs would be produced in a given week, and generated scripts to analyze data.",,110000,,,,3500,,,,,NA,11Hr days for no performance reviews.
2023-12-21T21:39:55Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Senior Manager,PhD or Equivalent,None,NA,,150000,,,,40000,,,,,NA,NA
2023-12-22T22:51:46Z,United States,Midwest,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Scientist,PhD or Equivalent,None,NA,,123000,,,,10000,,,,,NA,NA
2023-12-24T18:14:10Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Preclinical research,,122000,,,,10000,,,,,NA,Great
2023-03-29T08:44:44Z,United States,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,NA,,103000,,,,NA,,,,,NA,NA
2023-03-29T15:28:39Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior automation engineer,Masters or Equivalent,None,NA,,155000,,,,NA,,,,,NA,NA
2023-03-29T21:24:12Z,United States,Boston,Pharmaceutical (including “big pharma”),Astellas pharma,Public,5000+,Sr research associate,Masters or Equivalent,None,Three years cell culture experience post masters degree. All hands on work + keeping up to date with relevant papers and sharing ideas for future experiments. No experimental design,,89000,,,,NA,,,,,NA,I really like working here
2023-04-09T16:38:27Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Executive Director,PhD or Equivalent,RAPS,Executive Director - lead global development team for a late stage clinical program,,322000,,,,75000,,,,,NA,NA
2023-04-10T23:35:33Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Data Scientist II,PhD or Equivalent,None,NA,,139000,,,,10000,,,,,NA,NA
2023-05-11T16:14:04Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Pm,Bachelors or Equivalent,None,Pm for an early phase clinical program - cell therapy,,130000,,,,3000,,,,,NA,NA
2023-06-01T17:12:46Z,United States,Bay Area,Pharmaceutical (including “big pharma”),BioMarin,Public,1000-5000,Senior Manufacturing Supervisor,Bachelors or Equivalent,None,Supervise Downstream Gene Therapy Manufacturing,,125000,,,,NA,,,,,NA,Nothings ever perfect but so far I love it.
2023-07-10T07:59:35Z,United States,Groton,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Associate Scientist,Bachelors or Equivalent,None,Protein Science,,85000,,,,NA,,,,,NA,NA
2023-07-21T10:39:38Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,"Associate Director, R&D Operational Excellence",Masters or Equivalent,LSS BB,Cross-functional process improvement. No current direct reports.,,180000,,,,52000,,,,,NA,NA
2023-08-11T21:23:03Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,Principal scientist,Masters or Equivalent,None,Data scientist,,205000,,,,NA,,,,,40000,NA
2023-09-26T10:56:45Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Sr scientist,PhD or Equivalent,None,Program lead for two preclinical drugs,,176000,,,,NA,,,,,NA,NA
2023-10-20T14:40:45Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Principal Research Associate,Masters or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-10-30T20:08:49Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,NA,,145000,,,,NA,,,,,NA,NA
2023-10-30T20:43:32Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Askbio,Public,200-1000,Research Associate,Bachelors or Equivalent,None,"Research Associate in upstream process development gene therapy. Conduct small scale, bench scale, and large scale experiments in support of therapeutic programs and tech development.",,76000,,,,NA,,,,,0,NA
2023-11-08T11:50:55Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr. QA Manager,High School or Equivalent,None,QA Operations - support external gene therapy drug substance manufacturing,,160000,,,,NA,,,,,NA,NA
2023-11-18T12:08:07Z,United States,Boston,Pharmaceutical (including “big pharma”),Beam Therapeutics,Public,200-1000,Senior Research Associate II,Bachelors or Equivalent,None,Manufacturing no direct reports,,110000,,,,5000,,,,,NA,NA
2023-12-08T20:15:47Z,United States,Cleveland,Pharmaceutical (including “big pharma”),Alkermes,Public,1000-5000,Quality Assurance Associate,Bachelors or Equivalent,"ASQ CQA, ASQ CSQP",Supplier Quality,,90000,,,,NA,,,,,NA,NA
2023-12-15T06:37:02Z,United States (Remote),New Jersey,Pharmaceutical (including “big pharma”),Rocket Pharmaceuticals,Public,200-1000,Scientist,Bachelors or Equivalent,None,Quality Control working with external operations / CMC teams and managing QC data from various CMOs,,105000,,,,5000,,,,,5000,"Very very busy and a little chaotic. I like the people though and being a medium to small companies there's some nice perks of you're a good worker. I talked my way into going fully remote, get unofficial vacation time after finishing up some big projects, should be receiving big promotion in next 2 weeks."
2023-03-29T00:42:48Z,United States of America,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Process Development Associate,Bachelors or Equivalent,None,NA,,100000,,,,8000,,,,,NA,NA
2023-04-11T14:10:33Z,United States of America,Research Triangle,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Manager Supply Chain,Masters or Equivalent,"CSCP, CLTD",NA,,151000,,,,15000,,,,,NA,NA
2023-05-08T14:24:06Z,United States of America,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Associate Scientist (R1),Bachelors or Equivalent,None,Associate Scientist - Analytical R&D - characterize mRNA vaccines and mAb,,70000,,,,NA,,,,,NA,"Great team to work with, but can be monotonous work. 3/5"
2023-10-27T17:10:18Z,United States of America,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Sr. Principal Scientist,PhD or Equivalent,None,NA,,190000,,,,NA,,,,,84866,NA
2023-10-31T15:10:49Z,United States of America,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Quality Control Associate,Bachelors or Equivalent,None,Perform routine testing for drug product,,65000,,,,0,,,,,0,"Poorly managed, changed direction constantly and wasted money. >90% of staff was laid off"
2023-03-29T07:38:52Z,United States of America,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior Manager,Masters or Equivalent,None,NA,,155000,,,,NA,,,,,NA,NA
2023-10-05T03:43:04Z,United States of America,Bay area,Pharmaceutical (including “big pharma”),Vaxcyte,Public,200-1000,Associate scientist I,Bachelors or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-10-27T09:09:24Z,United States of America,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Senior associate scientist,Masters or Equivalent,None,Mass spec,,90000,,,,5000,,,,,NA,NA
2023-03-29T02:04:48Z,Us,Boston,Pharmaceutical (including “big pharma”),Abbvie,Private,5000+,Senior Scientist I,PhD or Equivalent,None,NA,,134000,,,,7000,,,,,15000,NA
